-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
240,242,242,242,242,242,242,242,242,242,242,242,242,242,242,17,18,19,246,247,240,241,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,246,247,240,241,242,242,242,242,242,242,242,242,242,242,242,242,242,242,246,247,240,241,242,242,242,247
272,273,274,274,274,274,274,274,274,274,274,274,274,274,274,49,50,51,278,279,272,273,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,278,279,272,273,274,274,274,274,274,274,274,274,274,274,274,274,274,274,278,279,272,273,274,274,278,279
304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,144,145
304,305,-1,-1,-1,316,319,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,-1,-1,316,317,318,319,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,176,177
304,305,-1,-1,-1,348,351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,-1,-1,348,349,350,351,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,208,209
304,305,-1,-1,-1,348,351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,-1,-1,406,407,400,401,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,310,311
304,305,-1,-1,-1,348,351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,-1,-1,406,407,400,401,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,310,311
304,305,-1,-1,-1,348,351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,-1,-1,406,407,400,401,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,310,311
304,305,-1,-1,-1,348,351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,-1,316,317,437,437,437,437,437,437,437,437,437,437,437,438,439,304,305,-1,-1,-1,-1,406,407,400,401,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,310,311
304,305,-1,-1,-1,348,433,317,317,317,317,318,317,318,317,318,319,-1,310,311,304,305,-1,-1,-1,348,349,469,469,469,469,469,469,469,469,469,469,469,470,471,304,305,-1,-1,-1,-1,406,407,400,401,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,310,311
304,305,-1,-1,-1,412,413,413,278,273,413,414,413,414,414,414,415,-1,380,311,304,383,-1,-1,-1,380,381,245,245,245,245,245,245,245,245,245,245,245,246,247,304,305,-1,-1,-1,-1,406,407,400,401,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,310,311
304,305,-1,-1,-1,-1,-1,-1,348,351,-1,-1,-1,-1,-1,-1,-1,-1,348,311,304,351,-1,-1,-1,412,413,277,277,277,277,277,277,277,277,277,277,277,278,279,304,305,-1,-1,-1,-1,406,407,400,401,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,310,311
304,305,-1,-1,-1,316,319,-1,380,351,-1,-1,-1,-1,-1,-1,-1,-1,348,311,304,351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,-1,-1,406,407,400,401,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,310,311
304,305,-1,-1,-1,348,351,-1,348,351,-1,-1,-1,-1,-1,-1,-1,-1,380,311,304,383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,-1,-1,406,407,400,401,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,310,311
432,433,437,437,437,438,383,-1,380,433,437,437,437,437,437,437,437,437,438,439,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,-1,-1,406,407,400,401,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,310,311
464,465,469,469,469,469,383,-1,348,469,469,469,469,469,469,469,469,469,470,471,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,380,381,382,383,-1,-1,-1,-1,406,407,400,401,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,310,311
240,241,245,245,245,246,383,-1,380,245,245,245,245,245,245,245,245,245,246,247,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,412,413,414,415,-1,-1,-1,-1,406,407,400,401,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,310,311
272,273,277,277,277,277,415,-1,412,277,277,277,277,277,277,277,277,277,278,279,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,406,407,400,401,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,310,311
304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,316,317,318,319,-1,-1,-1,-1,406,407,400,401,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,310,311
304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,348,349,350,351,-1,-1,-1,-1,406,407,400,401,-1,-1,-1,-1,-1,-1,310,311,304,305,-1,-1,310,311
432,433,434,434,434,434,434,434,434,434,318,319,-1,316,317,434,434,434,438,439,432,433,434,434,434,434,434,318,319,-1,316,317,434,434,434,434,434,434,438,439,432,433,434,434,434,434,438,439,432,433,434,434,318,319,-1,-1,310,311,304,305,-1,-1,310,311
464,465,466,466,466,466,466,466,466,466,350,351,-1,348,349,466,466,466,470,471,464,465,466,466,466,466,466,350,351,-1,348,349,466,466,466,466,466,466,470,471,464,465,466,466,466,466,470,471,464,465,466,466,350,351,-1,-1,310,311,304,305,-1,-1,310,311
240,241,242,242,242,242,242,242,242,242,382,383,-1,380,381,242,242,242,242,242,242,242,245,245,245,245,245,382,383,-1,310,311,240,241,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,382,383,-1,-1,380,381,382,383,-1,-1,310,311
304,273,274,274,274,274,274,274,274,274,414,415,-1,412,413,274,274,274,274,274,274,274,277,277,277,277,277,414,415,-1,380,279,272,273,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,414,415,-1,-1,412,413,414,415,-1,-1,406,407
304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,380,279,304,351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,406,407
304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,406,407,304,351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,406,407
304,433,434,434,434,437,437,437,434,434,434,437,437,437,434,434,434,437,437,437,434,434,434,437,437,437,434,434,434,437,438,439,432,433,434,437,437,437,434,434,434,437,437,437,434,434,434,437,437,437,434,434,434,437,437,437,434,434,434,437,437,437,438,439
464,465,466,466,466,469,469,469,466,466,466,469,469,469,466,466,466,469,469,469,466,466,466,469,469,469,466,466,466,469,470,471,464,465,466,469,469,469,466,466,466,469,469,469,466,466,466,469,469,469,466,466,466,469,469,469,466,466,466,469,469,469,470,471
